CaptureEventID,DateTime,SiteID,LocationX,LocationY,Species,AltitudeMoved,DistanceMoved,Tensed,DisasterPrediction
ASG0002klw,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002kly,40389.73,B05,694892,9727162,giraffe,2,5,1,1
ASG0002klz,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002km0,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002km1,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002km4,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002km5,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002kmb,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kmc,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kmd,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kme,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kmf,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kmg,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kmh,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kmi,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kmj,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002kmk,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002kml,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002kmm,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002kmn,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002kmp,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002kmq,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002kmr,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002kms,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002kmt,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002kmu,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002kmv,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002kmw,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002kmx,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002kmy,40389.73,B05,694892,9727162,giraffe,2,5,1,1
ASG0002kmz,40389.73,B05,694892,9727162,giraffe,2,5,1,1
ASG0002kn0,40389.73,B05,694892,9727162,buffalo,2,3,1,1
ASG0002kn2,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kn3,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kn4,40389.73,B05,694892,9727162,zebra,2,2,1,1
ASG0002kn5,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kn6,40389.73,B05,694892,9727162,hyenaSpotted,2,5,1,1
ASG0002kn7,40389.73,B05,694892,9727162,hartebeest,2,5,1,1
ASG0002kn9,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kna,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002knb,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002knc,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002knd,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kne,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002knf,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kng,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002knh,40389.73,B05,694892,9727162,warthog,2,5,1,1
ASG0002kni,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002knj,40389.73,B05,694892,9727162,gazelleThomsons,2,5,1,1
ASG0002knk,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002knl,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kno,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002knp,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002knq,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002knr,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002knt,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002knv,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002knw,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002knx,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kny,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002knz,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002ko0,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002ko1,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002ko2,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002ko3,40389.73,B05,694892,9727162,hyenaSpotted,2,5,1,1
ASG0002ko4,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002ko5,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002ko6,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002ko7,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002ko8,40389.73,B05,694892,9727162,gazelleGrants,2,5,1,1
ASG0002ko9,40389.73,B05,694892,9727162,impala,2,5,1,1
ASG0002koa,40389.73,B05,694892,9727162,impala,2,5,1,1
ASG0002kob,40389.73,B05,694892,9727162,gazelleGrants,2,5,1,1
ASG0002koc,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kod,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002koe,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kof,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002koh,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002koi,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002koj,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kol,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kom,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002koo,40389.73,B05,694892,9727162,guineaFowl,2,5,1,1
ASG0002kop,40389.73,B05,694892,9727162,gazelleGrants,2,5,1,1
ASG0002koq,40389.73,B05,694892,9727162,warthog,2,5,1,1
ASG0002kor,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kos,40389.73,B05,694892,9727162,buffalo,2,5,1,1
ASG0002kot,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kou,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kow,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kox,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002koy,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002koz,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kp0,40389.73,B05,694892,9727162,zebra,2,3,1,1
ASG0002kp1,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kp2,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kp3,40389.73,B05,694892,9727162,gazelleGrants,2,5,1,1
ASG0002kp4,40389.73,B05,694892,9727162,gazelleGrants,2,5,1,1
ASG0002kp5,40389.73,B05,694892,9727162,gazelleGrants,2,5,1,1
ASG0002kp6,40389.73,B05,694892,9727162,hyenaSpotted,2,5,1,1
ASG0002kp7,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kp9,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kpa,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kpb,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kpc,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kpd,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kpe,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kpf,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kpg,40389.73,B05,694892,9727162,wildebeest,2,5,1,1
ASG0002kpg,40389.73,B05,694892,9727162,zebra,2,2,1,1
ASG0002kph,40389.73,B05,694892,9727162,zebra,1,5,1,1
ASG0002kpi,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kpj,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kpl,40389.73,B05,694892,9727162,wildebeest,2,5,1,1
ASG0002kpm,40389.73,B05,694892,9727162,zebra,2,5,1,1
ASG0002kpn,40389.73,B05,694892,9727162,dikDik,2,5,1,1
ASG0000013,40389.73,B06,694963,9724748,mongoose,2,5,1,1
ASG0000014,40389.73,B06,694963,9724748,porcupine,2,5,1,1
ASG0000019,40389.73,B06,694963,9724748,mongoose,2,5,1,1
ASG000001a,40389.73,B06,694963,9724748,elephant,2,5,1,1
ASG000001b,40389.73,B06,694963,9724748,leopard,2,5,1,1
ASG000001d,40389.73,B06,694963,9724748,giraffe,2,5,1,1
ASG000001h,40389.73,B06,694963,9724748,dikDik,2,5,1,1
ASG000001k,40389.73,B06,694963,9724748,gazelleThomsons,2,5,1,1
ASG000001m,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG000001n,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG000001t,40389.73,B06,694963,9724748,reedbuck,2,5,1,1
ASG000001u,40389.73,B06,694963,9724748,dikDik,2,5,1,1
ASG000001x,40389.73,B06,694963,9724748,zebra,2,5,1,1
ASG000001y,40389.73,B06,694963,9724748,zebra,2,5,1,1
ASG0000023,40389.73,B06,694963,9724748,elephant,2,5,1,1
ASG0000024,40389.73,B06,694963,9724748,elephant,2,5,1,1
ASG0000025,40389.73,B06,694963,9724748,elephant,2,5,1,1
ASG0000026,40389.73,B06,694963,9724748,gazelleGrants,2,5,1,1
ASG000002c,40389.73,B06,694963,9724748,zebra,2,5,1,1
ASG000002e,40389.73,B06,694963,9724748,elephant,2,5,1,1
ASG000002f,40389.73,B06,694963,9724748,elephant,2,5,1,1
ASG000002m,40389.73,B06,694963,9724748,elephant,2,5,1,1
ASG000002n,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG000002o,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG000002p,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG000002q,40389.73,B06,694963,9724748,gazelleGrants,2,5,1,1
ASG000002r,40389.73,B06,694963,9724748,gazelleGrants,2,5,1,1
ASG000002s,40389.73,B06,694963,9724748,gazelleGrants,2,5,1,1
ASG000002t,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG000002u,40389.73,B06,694963,9724748,elephant,2,5,1,1
ASG000002v,40389.73,B06,694963,9724748,elephant,2,5,1,1
ASG000002w,40389.73,B06,694963,9724748,elephant,2,5,1,1
ASG000002x,40389.73,B06,694963,9724748,elephant,2,5,1,1
ASG000002y,40389.73,B06,694963,9724748,dikDik,2,5,1,1
ASG0000030,40389.73,B06,694963,9724748,gazelleGrants,2,5,1,1
ASG0000031,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0000033,40389.73,B06,694963,9724748,gazelleGrants,2,5,1,1
ASG0000034,40389.73,B06,694963,9724748,gazelleGrants,2,5,1,1
ASG0000036,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0000038,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG000003d,40389.73,B06,694963,9724748,gazelleThomsons,2,5,1,1
ASG0002kpo,40389.73,B06,694963,9724748,gazelleThomsons,2,5,1,1
ASG0002kpp,40389.73,B06,694963,9724748,porcupine,2,5,1,1
ASG0002kpq,40389.73,B06,694963,9724748,mongoose,2,5,1,1
ASG0002kpr,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002kps,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002kpt,40389.73,B06,694963,9724748,gazelleGrants,2,5,1,1
ASG0002kpu,40389.73,B06,694963,9724748,gazelleGrants,2,5,1,1
ASG0002kpv,40389.73,B06,694963,9724748,gazelleGrants,2,5,1,1
ASG0002kpw,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002kpx,40389.73,B06,694963,9724748,reedbuck,2,5,1,1
ASG0002kpy,40389.73,B06,694963,9724748,elephant,2,5,1,1
ASG0002kpz,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002kq0,40389.73,B06,694963,9724748,porcupine,2,5,1,1
ASG0002kq2,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002kq3,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002kq4,40389.73,B06,694963,9724748,dikDik,2,5,1,1
ASG0002kq5,40389.73,B06,694963,9724748,gazelleThomsons,2,5,1,1
ASG0002kq7,40389.73,B06,694963,9724748,hyenaSpotted,2,5,1,1
ASG0002kq8,40389.73,B06,694963,9724748,hyenaSpotted,2,5,1,1
ASG0002kq9,40389.73,B06,694963,9724748,gazelleGrants,2,5,1,1
ASG0002kqd,40389.73,B06,694963,9724748,hyenaSpotted,2,5,1,1
ASG0002kqe,40389.73,B06,694963,9724748,mongoose,2,5,1,1
ASG0002kqf,40389.73,B06,694963,9724748,porcupine,2,5,1,1
ASG0002kqg,40389.73,B06,694963,9724748,dikDik,2,5,1,1
ASG0002kqh,40389.73,B06,694963,9724748,reedbuck,2,5,1,1
ASG0002kqi,40389.73,B06,694963,9724748,dikDik,2,5,1,1
ASG0002kqj,40389.73,B06,694963,9724748,mongoose,2,5,1,1
ASG0002kqk,40389.73,B06,694963,9724748,porcupine,2,5,1,1
ASG0002kql,40389.73,B06,694963,9724748,elephant,2,5,1,1
ASG0002kqn,40389.73,B06,694963,9724748,elephant,2,5,1,1
ASG0002kqo,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002kqp,40389.73,B06,694963,9724748,mongoose,2,5,1,1
ASG0002kqq,40389.73,B06,694963,9724748,porcupine,2,5,1,1
ASG0002kqr,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002kqt,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002kqu,40389.73,B06,694963,9724748,dikDik,2,5,1,1
ASG0002kqv,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002kqw,40389.73,B06,694963,9724748,zebra,2,5,1,1
ASG0002kqz,40389.73,B06,694963,9724748,gazelleGrants,2,5,1,1
ASG0002kr0,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002kr1,40389.73,B06,694963,9724748,gazelleThomsons,2,5,1,1
ASG0002kr2,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002kr3,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002kr4,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002kr5,40389.73,B06,694963,9724748,gazelleThomsons,2,5,1,1
ASG0002kr6,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002kr7,40389.73,B06,694963,9724748,zebra,2,5,1,1
ASG0002kr8,40389.73,B06,694963,9724748,zebra,2,5,1,1
ASG0002kr9,40389.73,B06,694963,9724748,zebra,2,5,1,1
ASG0002kra,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002krc,40389.73,B06,694963,9724748,hyenaSpotted,2,5,1,1
ASG0002krd,40389.73,B06,694963,9724748,dikDik,2,5,1,1
ASG0002kre,40389.73,B06,694963,9724748,porcupine,2,5,1,1
ASG0002krf,40389.73,B06,694963,9724748,dikDik,2,5,1,1
ASG0002krg,40389.73,B06,694963,9724748,guineaFowl,2,5,1,1
ASG0002krh,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002krl,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002krm,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002krq,40389.73,B06,694963,9724748,gazelleThomsons,2,5,1,1
ASG0002krt,40389.73,B06,694963,9724748,dikDik,2,5,1,1
ASG0002kry,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002krz,40389.73,B06,694963,9724748,impala,2,5,1,1
ASG0002ks0,40389.73,B06,694963,9724748,porcupine,2,5,1,1
ASG0002ks1,40389.73,B06,694963,9724748,warthog,2,5,1,1
ASG0002ks2,40389.73,B06,694963,9724748,reedbuck,2,5,1,1
ASG0002ks3,40389.73,B06,694963,9724748,dikDik,2,5,1,1
ASG0002ks5,40389.73,B06,694963,9724748,gazelleThomsons,2,5,1,1
ASG0002ksb,40389.73,B06,694963,9724748,dikDik,2,5,1,1
ASG0002ksc,40389.73,B06,694963,9724748,gazelleThomsons,2,5,1,1
ASG0002ksd,40389.73,B06,694963,9724748,gazelleThomsons,2,5,1,1
ASG0002ksg,40389.73,B06,694963,9724748,zebra,2,5,1,1
ASG0002l9w,40389.73,B07,695026,9722578,zebra,2,5,1,1
ASG0002l9x,40389.73,B07,695026,9722578,impala,2,5,1,1
ASG0002l9y,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002la1,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002la2,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002la3,40389.73,B07,695026,9722578,gazelleGrants,2,5,1,1
ASG0002la4,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002la5,40389.73,B07,695026,9722578,zebra,2,5,1,1
ASG0002la6,40389.73,B07,695026,9722578,zebra,2,5,1,1
ASG0002la7,40389.73,B07,695026,9722578,zebra,2,5,1,1
ASG0002la8,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002la9,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002laa,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lab,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lac,40389.73,B07,695026,9722578,hyenaSpotted,2,5,1,1
ASG0002lad,40389.73,B07,695026,9722578,giraffe,2,5,1,1
ASG0002lae,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002laf,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lah,40389.73,B07,695026,9722578,zebra,2,5,1,1
ASG0002lai,40389.73,B07,695026,9722578,gazelleGrants,2,5,1,1
ASG0002laj,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lak,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lal,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lan,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lap,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002laq,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lar,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002las,40389.73,B07,695026,9722578,ostrich,2,5,1,1
ASG0002lau,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lav,40389.73,B07,695026,9722578,gazelleGrants,2,5,1,1
ASG0002law,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lax,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lay,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002laz,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lb0,40389.73,B07,695026,9722578,gazelleGrants,2,5,1,1
ASG0002lb1,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lb2,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lb3,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lb4,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lb5,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lb6,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lb7,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lb8,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lb9,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lba,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbb,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbc,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbd,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbe,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbg,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbh,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbi,40389.73,B07,695026,9722578,zebra,2,5,1,1
ASG0002lbj,40389.73,B07,695026,9722578,zebra,2,5,1,1
ASG0002lbl,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbm,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbn,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbo,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbp,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbq,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbr,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbs,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbv,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbw,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lbx,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
ASG0002lc0,40389.73,B07,695026,9722578,gazelleThomsons,2,5,1,1
